topic_id,variety_source,site,topic
T1069,AU,seocentral.com.au,You're At The Top of Google..Now What?
T1070,AU,baldwin56526.ajuntapress.com,dropped into the embrace of the people
T1071,ZA,mayihlome.wordpress.com,THE QUESTION IS: DID NELSON MANDELA SOLD OUT OR NOT
T1072,ZA,viewfromthetenthlevel.blogspot.com,View From the Tenth Level
T1073,AU,sarahhenderson.com.au,"Interview with Denis Scanlan, 94.7 FM The Pulse"
T1074,GB,walking4weightloss.com,Is Walking And Exercise The Same Thing?
T1075,AU,pbda.com.au,Memories of a Baby Boomer- Washing and More
T1076,GB,galleonnews.com,The world's greenest cities
T1077,ZA,mybabybox.co.za,That has to come out where!?
T1078,US,byebyepie.typepad.com,In which the word pee-hole is used.
T1079,ZA,besthomebizfinder.com,The Top Of Home Business Opportunities Through Internet
T1080,IE,ghostcatcherie.wordpress.com,"The Voice in the Baby Monitor, West Cork, Ireland « Ghost Catcher"
T1081,ZA,nokiapureview808.com,Comparison: Nokia 808 PureView vs Nokia Lumia 920
T1082,ZA,merlvin.com,The power of branding: one non-smoker's view of the tobacco plain
T1083,GB,bestjuicertobuy.org.uk,Which is Better Juicing or Blending #506
T1084,IE,wexfordwomenssoccer.blogspot.com,Wexford Womens Soccer: Fixtures and Results 02-12-2012
T1085,ZA,lgict.org.za,Local Government ICT Network
T1086,AU,quitmonkey.com,Why is it hard to quit smoking?
T1087,ZA,finditservices.co.za,Money Money Money! - Find IT Services
T1088,ZA,rhinoclub.wordpress.com,The reconnection of the uMfolozi River with the Lake St Lucia estuary
T1089,AU,nickcowie.com,People who visit this web site (some statistics)
T1090,ZA,myfreeembroiderydesigns.org,Cheaper version of the Husqvarna Viking embroidery machine
T1091,ZA,inlandsailing.co.za,What's the use of planning?
T1092,IE,eoghanmurphy.ie,"The wheels come off the campaign... well, one of them"
T1093,AU,theblacksteamtrain.blogspot.com,The Black Steam Train: That article on The Drum
T1094,ZA,cape-town-active.com,Cape Town Blogger | Interview | Melanie Chisnall
T1095,ZA,samuseums.co.za,The Origins Centre in Johannesburg
T1096,GB,fada.kingston.ac.uk,an online exhibition by Kingston PhD student
T1097,GB,blog.whitestores.co.uk,How To Get Rid Of Scratches In Glass Table Tops
T1098,US,lej.cuchicago.edu,"Multiplying Ministries...WEE, WE, WHEE All the Way Home"
T1099,US,andreasgoodreads.blogspot.com,Cozy Up With A Good Read: Review: Ten by Gretchen McNeil
T1100,AU,aussiecriminals.com.au,Remains likely to be Australian girl Zahra Baker
T1101,US,workwithfreddy.com,How to Be More Productive By Tweaking Your Morning Ritual
T1102,IE,forza27.com,The History of AS Roma - Part 1
T1103,IE,irelandstechnologyblog.com,AloneAlarm For WindowsPhone - #AloneAlarm #WindowsPhone
T1104,IE,icarusmag.com,Top 5 Bestselling Cars of All Time
T1105,AU,vexnews.com,A KIND OF TREASON: Garrie Hutchinson was
T1106,US,ccpsblog.blogspot.com,CCPSBlog: Is the Age of the Electorate the Key to Understanding the
T1107,GB,redbirdjewellery.blogspot.com,becky pearce designs jewellery: Is that the time?
T1108,IE,gardacyclingclub.com,An evening with the 'Roches'. « Garda Cycling Club
T1109,ZA,treasurehunters.co.za,Treasure Hunting and Metal Detecting
T1110,GB,walking4charity.co.uk,A Blog: A couple of Dartmoor circulars
T1111,IE,gtnetwork.ie,Gifted and Talented Network Ireland
T1112,GB,saltairedailyphoto.blogspot.com,Saltaire Daily Photo: If you go down to the woods...
T1113,GB,gurnnurn.com,A Gurn from Nurn: A lot more disruption over the next few months
T1114,GB,monstersupplements.com,The Relationship Between Carbohydrate GI &amp; Insulin
T1115,US,newgeography.com,The White City | Newgeography.com
T1116,GB,blog.matchpointnetwork.com,3 Easy Ways to Become a Better Communicator for your Business
T1117,IE,skiing.ie,A review of the Northface Ballard Boots
T1118,ZA,mandypietersen.co.za,The Rest of the Wedding
T1119,AU,chris.neugebauer.id.au,LCA2009 Day 1 -- Monday | chrisjrn's site
T1120,AU,islamicmuseum.org.au,Islamic Museum of Australia
T1121,AU,blog.datalicious.com,Towards a single customer view: Understanding the problem before
T1122,US,webdesign.about.com,Blogging is a Great Way to Get a Website Up Quickly
T1123,GB,stevebaker.info,Washington Post: Britain's continental drift away from the European
T1124,US,iheartheels.com,Win a Pair of Daniel Green Slippers! ~ I Heart Heels
T1125,GB,shipping2009.com,How To Make The Search
T1126,AU,davedwyervideo.com.au,Four C-17A Globemasters fly 300m above Brisbane City.
T1127,IE,digitaldarragh.com,The dodgy domain of Digital Darragh
T1128,IE,thepale.ie,Tiny Dancer by A Song for Lily-Mae : the pale website
T1129,ZA,joblistsouthafrica.com,Coca Cola Careers: 12 Vacancies
T1130,AU,coomans.com,The other delivery skipper
T1131,IE,thejackanory.com,Up In The Air « The Jackanory
T1132,ZA,freetips.co.za,DMA Rules are going to increase SPAM ...
T1133,ZA,sureswipe.co.za,"Survival tactics of the fittest small businesses, as half a million close"
T1134,US,phdcompletion.com,Commit to Do Something Every Day Towards
T1135,ZA,bhalababy.com,Step away from the baby.
T1136,IE,paddydoyle.com,ABUSE SURVIVORS DIVIDED ON MEMORIAL
T1137,GB,claverton-energy.com,Germany's Energiewende | Claverton Group
T1138,IE,desfoley.com,The Road To Race Camp
T1139,GB,dental-focus.com,The Wizard's Guide to Dental Practice Websites « Dentist Marketing
T1140,GB,turnonepoundintoonemillion.com,Turn One Pound Into One Million: Getting More Access to Business
T1141,US,aquariuschannelings.com,SanJAsKa: Feeling is the Basis of Consciousness « Aquarius
T1142,IE,brittanynoethen.com,On The Subject Of Payday Loans
T1143,AU,theroar.com.au,Let Ricky Stuart do both for sake of State
T1144,IE,liffordac.com,Gold and Bronze for Lifford Athletes at All Irelands
T1145,IE,garryowenrugby.com,"Message From Billy Glynn President, IRFU « Garryowen Rugby"
T1146,US,afilmcanon.com,A Film Canon - Film - Affleck: Argo (2012)
T1147,AU,rapidtree.com,Health Systems in Australia
T1148,ZA,asksteve.co.za,asksteve - FIFA 13 FULL REVIEW
T1149,GB,techstudent.co.uk,What keeps you busy?
T1150,AU,realestateperthguide.com.au,Why timing is important when selling your property
T1151,IE,thecomedyscoop.com,"New week, new to-do list..."
T1152,US,cspaonline.org,How to Find A Vacation Rental
T1153,US,perfectpuppycare.com,How to Get Your Puppy Prepared for a Long Trip
T1154,US,feelgoodstyle.com,Event: Sustainable Practices in the Age of Fast
T1155,GB,steveyneo.com,The most precious gift
T1156,IE,cholmcillecbs.scoilnet.ie,The Tudors in the City Library
T1157,AU,frillsinthehills.com,Make it for dessert tonight
T1158,GB,s1magazine.co.uk,There is no shame in being a fresher
T1159,ZA,winelawonreserve.com,Napa Valley Receives Geographical Indication Status in Brazil
T1160,US,religiousstudies.artsci.wustl.edu,"""To Piety More Prone:"" Gender and Conversion in the Early Modern"
T1161,ZA,toshiba.it-online.co.za,Toshiba appoints Maxes as distributor in Namibia
T1162,GB,rdo.org,"RDO study reveals strong industry sales in Europe, despite the"
T1163,AU,citola.com,Australia Carbon Price Mechanism linkage to the European Union
T1164,ZA,blogs.women24.com,My stretchmarks embarrass me!
T1165,ZA,hbycclub.blogspot.com,"Hout Bay Yacht Club: Summer Series 1, a great day on the water..."
T1166,ZA,rewriteit.co.za,A Look At The Controversy Brewing In Dispensaries In Phoenix
T1167,ZA,redmarketing.co.za,A fashion site for our times
T1168,GB,iptvtimes.net,IP TV Times: How Long is a Piece of String ?
T1169,US,regulargeek.com,"It is Not About the State of the Blogosphere, It Is About Traffic"
T1170,ZA,netads.co.za,"Just a step away from the water, take it and this could be yours"
T1171,ZA,sabmiller.com,"Second year of the ""Become a Blood Donor!"" campaign"
T1172,ZA,trendlives.info,TREND.Read: One Click - Jeff Bezos and the rise of
T1173,GB,egshpa.com,On the Way to 1 Million Solar Roofs: Los Angelenos Can't Get
T1174,AU,matt-burgess.com,It's been a long time coming... « Matthew Burgess
T1175,US,stressmanagementforbusywomen.com,Are you adding to your stress by the way you perceive a situation
T1176,GB,tentipiblog.com,The Bear Hunt -- Tentipi Blog
T1177,IE,whisty.wordpress.com,London's Liberty arrives @ Arnotts Dublin « Whisty
T1178,ZA,loveaffaircapetown.com,The not to be missed Short &amp; Sweet film festival
T1179,US,blog.leadertoleader.org,Be all that you can be
T1180,AU,grinsandsighs.com,Grins &amp; Sighs: how to clean water marks and scratches off wooden
T1181,IE,irishpoetry.blogspot.com,Irish Poetry: Merrie England
T1182,GB,nagroad.com,"""I am so very sorry; but it was really a happy release after « NAGroad"
T1183,AU,1300hairloss.com.au,Male Hair Loss: The Truth Uncovered
T1184,AU,cloud81.com,Techs and Non-Techs: Society's Left Brain and Right Brain
T1185,AU,victorianmuslimah.wordpress.com,Easy Dhikr to do in these last few days of Ramadan! Stock up NOW
T1186,AU,jarickson.com.au,6 ways to end the year well in your small business
T1187,US,consumertraveler.com,Skyline Faceoff -- Empire State Building vs. Top of the Rock
T1188,ZA,cbn.co.za,Golden Arrow Shoots Past Target
T1189,ZA,socialmediajunkie.co.za,5 Magic Twitter Strategies to Increase Traffic
T1190,US,smnewsnet.com,Don't Miss All of the Seasonal Events Planned for December
T1191,IE,overtheedgeliteraryevents.blogspot.com,Over The Edge: Pussy Riot and Artistic Freedom: Essay by Roger
T1192,GB,cheshiremum.co.uk,The awkward incident of the two year &amp; the drawer side
T1193,ZA,abigailk.co.za,"The Darling Flowers of Darling, West Coast"
T1194,AU,passionfruitgarden.com,The Ultimate Oatmeal Cookie
T1195,IE,gbv.ie,Joint Consortium on Gender Based Violence
T1196,AU,bobcarrblog.wordpress.com,What to do with The States « Thoughtlines with Bob Carr
T1197,GB,sandmanhotelgroup.wordpress.com,Sandman Knows Good Sleep!
T1198,US,loltheists.com,This is supposed to be an argument against calls for evidence.
T1199,AU,thaisilkandscarf.com,Do You Have A Plan To Take Scarves As A Gift?
T1200,US,exposingliberallies.blogspot.com,Issues Romney Should Address in the Last Debate
T1201,AU,buckyball.com.au,"My Buckyballs motor. (SAVE BUCKYBALLS, ACT NOW"
T1202,GB,dresstyleicon.com,Facing Challenges in Terms of Women's Fashion
T1203,ZA,thelovebucket.co.za,DIY Halloween Costumes: Little Red Riding Hood and the Wolf
T1204,AU,business1800numbers.com,1800 Numbers Small Business Australia
T1205,IE,glenofthedowns.com,Glen of the Downs Golf Club
T1206,ZA,zonkems.com,From the CEO's desk
T1207,ZA,stillpoint.iblog.co.za,Swopping lollipops for chocolate :: iBlog
T1208,GB,notevena.blogspot.com,That Would Have Made Your NICU Journey Easier
T1209,US,escuelawip.blogspot.com,The School Mindset Doctorate In Knowledge Is One Of The Many
T1210,ZA,mclarens.co.za,Trading Options in terms of the new Companies Act
T1211,AU,coolthings.com.au,100 times the size of a real Gummy Bear and
T1212,AU,thepoliticalsword.com,The post mortem we have to have
T1213,US,freakofnature.wordpress.com,Particle physicists unwilling to call election
T1214,IE,dublinunitarianchurch.org,October 2012 | Dublin Unitarian Church
T1215,AU,northbrisbanepsychologists.com.au,How to GET A GRIP!
T1216,ZA,mymortgagessa.co.za,Types of Standard Home Loan Options
T1217,US,clarashowalter.wordpress.com,Irish Fight! « Clara Showalter
T1218,GB,liquidationmadeeasy.co.uk,Closing time for one third of the nation's pubs?
T1219,GB,manchesterjazz.co.uk,"We Mourn the Loss of Peter Staples, our Founder Drummer"
T1220,ZA,spark-project.com,Shock culture and sensationalism in the media
T1221,US,backofthecerealbox.com,Back of the Cereal Box: It's a Secret to Everybody
T1222,AU,vitalingus.com,Muse of a Goddess Vitalingus
T1223,GB,clairebolderson.com,Lessons from the Savile saga
T1224,IE,dohertywhite.com,What kind of content should you create for B2B marketing
T1225,ZA,swingtrader.co,Research for trading on 13 September 2012
T1226,US,smartgridsherpa.com,The development of wind power and Smart Grids in the Chinese
T1227,ZA,elephantplains.co.za,The Stress Buster Massage
T1228,AU,centralcoastwebschool.com.au,Why use a business page instead of a personal profile on Facebook
T1229,AU,honkun.com,History of the New York Stock Exchange
T1230,GB,lutonlibdems.org.uk,Lord Hussain makes his maiden speech in the House of Lords
T1231,ZA,babylite.co.za,10 very useful tips when traveling with your baby
T1232,GB,totally-you-consulting.co.uk,Back to work with confidence &amp; style!
T1233,ZA,weddingphotography.org.za,Printing Away From The Desk.Wedding Photography
T1234,AU,thehappyeater.com.au,Week One of the I Quit Sugar Program
T1235,US,mortgageporter.com,APR is not the best tool for shopping mortgage rates
T1236,IE,taraflynn.ie,All of the some of the people time
T1237,ZA,marked.co.za,MARKED: A Number Of Factors Why home electronics Is Improved
T1238,AU,bybethanyjae.com,But Integrity Doesn't Do That
T1239,AU,home.housetrainpuppies.com,How your going to get a las vegas
T1240,IE,theperformancecorporation.com,The Performance Corporation | The Space Programme 2008
T1241,IE,associationofcatholicpriests.ie,28 Nov. Monday of the First Week of Advent. Association of Catholic
T1242,ZA,dayouth.org.za,DA Youth announce winners of National Entrepreneurship
T1243,GB,blogs.mod.uk,Defence News: Image of the Day: 9 November 2012
T1244,IE,weldons.ie,Weldon's of Dublin Blog
T1245,GB,spandy.org,Caza Oil &amp; Gas - A Strong Recovery - here's why
T1246,GB,makeusawebsite.com,Importance of logo design in the process of web design
T1247,ZA,winnbadisa.com,4 Things You Need To Know About Network Marketing
T1248,ZA,haimachristou.co.za,God is desperate to empower us!
T1249,ZA,michalsons.co.za,How to deal with unfair agreements
T1250,IE,firstpartners.net,The wisdom of crowds says your project will be a success
T1251,US,analogousmagazine.com,Auto Insurance in Houston and Sacramento
T1252,US,turkishdigest.blogspot.com,Turkish Digest: Turkey between the two fires of 'Iranian operations
T1253,AU,everydaynirvana.net,Diving for pearls of wisdom...
T1254,US,bookboxdaily.scholastic.com,Book Box Daily » Blog Archive » Hurricane Sandy
T1255,AU,lsc.vic.gov.au,Lawyer reprimanded for falsifying resume
T1256,ZA,pessimistincarnate.blogspot.com,Pessimist Incarnate: Still one of the most amazing wildlife Vids taken
T1257,IE,giveitsocks.com,Balotelli takes centre stage in front of media
T1258,AU,bossanovafusion.com.au,The devil is in the detail ...
T1259,US,praise1027detroit.com,Movie 'Innocence Of Muslims' The Center Of Deadly Attacks
T1260,ZA,securemortgages.co.za,Other Ways To Get A Home Loan
T1261,US,auntgoose.com,Sounded Good at the Time...
T1262,AU,secretsofafearlessfemale.com,Secrets of a Fearless Female
T1263,IE,firinnemedia.com,"Demise of the Euro: Part of a Long-term Plan for a Global ""Super"
T1264,AU,lisahillschoolstuff.wordpress.com,"The Great Race, by David Hill « LisaHillSchoolStuff's Weblog"
T1265,US,npccomic.com,NPC Comic - The Other Side
T1266,GB,drunkenslutmum.co.uk,Not in front of the children
T1267,IE,africadirect.ie,Africa Direct has now been registered as a signatory member of the
T1268,IE,themarketsquare.ie,Peace Roadshow comes to Kingscourt : TheMarketSquare.ie
T1269,GB,marklynas.org,World's first nuclear waste-burning PRISM reactor moves
T1270,US,cowboybyte.com,Team Obama breaks precedent to spoil Romney's convention in
T1271,ZA,wesleygates.com,Vantage Elite XT3000...Hmmm... What Do You Think?
T1272,ZA,taichisifu.co.za,Do I have to be fit to start Tai Chi and Chi Kung?
T1273,GB,weddingvenuereview.com,Dating Services Such As The Avatar To Make Spouses Satisfy
T1274,GB,daysoutindevon.com,Cornwall: Two or Three Night Stay For Two With Breakfast from £99
T1275,ZA,freethought.co.za,First time I realised something « free thinking
T1276,IE,unwindyourmind.wordpress.com,How do you want to be remembered? « Unwind Your Mind
T1277,AU,rjmprogramming.com.au,clear vision 1 - RJM Programming
T1278,IE,humanrightsinireland.posterous.com,Do Fred Phelps and other members of the Westboro Baptist Church
T1279,AU,applied-physiology.com,Applied Physiology announces results of Navigator trials in hospitals
T1280,GB,sataid.net,"'We asked firms if they were looking at Windows 8, most laughed'"
T1281,AU,topdecknews.com,Running with (or away from) the bulls!
T1282,US,karenjasper.blogspot.com,.OPTIONS for a Better World: A Day in the Country
T1283,GB,24hourcashloans.co.uk,Student Money Saving Tips Payday Loans Available 24 Hours
